,cat,word/character,pronunciation,definition,code,alt,full_pronunciation
400,150,最,zuì,"most, marking for superlative",s,,zuì
401,150,最,zuì,"most, marking for superlative",t,,zuì
402,151,间,jiān,"room, between, locality, within given time or space, <classifier for rooms>",s,,jiān
403,151,間,jiān,"room, between, locality, within given time or space, <classifier for rooms>",t,,jiān
404,151,间,jiàn,"gap, interval",s,,jiàn
405,151,間,jiàn,"gap, interval",t,,jiàn
406,152,新,xīn,"new, renew",s,,xīn
407,152,新,xīn,"new, renew",t,,xīn
408,153,什,shén,什么 shénme what?,s,,shén
409,153,甚,shén,甚麼 shénme what?,t,,shén
410,153,什,shí,(Equivalent:  十 shí) ten,s,,shí
411,153,甚,shí,(Equivalent:  十 shí) ten,t,,shí
412,154,打,dǎ,"strike, hit, get, play, (generalized verb with specific meaning determined by its object)",s,,dǎ
413,154,打,dǎ,"strike, hit, get, play, (generalized verb with specific meaning determined by its object)",t,,dǎ
414,154,打,dá,dozen,s,,dá
415,154,打,dá,dozen,t,,dá
416,155,便,biàn,(Equivalent:  方便 fāngbiàn) convenient,s,,biàn
417,155,便,biàn,(Equivalent:  方便 fāngbiàn) convenient,t,,biàn
418,156,位,wèi,"place, location, position, <polite classifier for people>",s,,wèi
419,156,位,wèi,"place, location, position, <polite classifier for people>",t,,wèi
420,157,因,yīn,"cause, (Equivalent:  因为 yīnwèi) because, (Equivalent:  原因 yuányīn) reason",s,,yīn
421,157,因,yīn,"cause, (Equivalent:  因為 yīnwèi) because, (Equivalent:  原因 yuányīn) reason",t,,yīn
422,158,重,zhòng,"weight, considerable in amount/value, (Equivalent:  沉重 chénzhòng) heavy, weighty, (Equivalent:  重要 zhòngyào) important",s,,zhòng
423,158,重,zhòng,"weight, considerable in amount/value, (Equivalent:  沉重 chénzhòng) heavy, weighty, (Equivalent:  重要 zhòngyào) important",t,,zhòng
424,158,重,chóng,again,s,,chóng
425,158,重,chóng,again,t,,chóng
426,159,被,bèi,"quilt, cover (with), by (indicates passive voice)",s,,bèi
427,159,被,bèi,"quilt, cover (with), by (indicates passive voice)",t,,bèi
428,160,走,zǒu,"go, walk, leave",s,,zǒu
429,160,走,zǒu,"go, walk, leave",t,,zǒu
430,161,电,diàn,"(Equivalent:  闪电 shǎndiàn) (flash of) lightning, (Equivalent:  电气 diànqì) electricity",s,,diàn
431,161,電,diàn,"(Equivalent:  閃電 shǎndiàn) (flash of) lightning, (Equivalent:  電氣 diànqì) electricity",t,,diàn
432,162,四,sì,four,s,肆,sì
433,162,四,sì,four,t,肆,sì
434,163,第,dì,"indicating ordinal number, ~th",s,,dì
435,163,第,dì,"indicating ordinal number, ~th",t,,dì
436,164,门,mén,"door, gate, family, house, valve, switch, <family name>, <classifier for courses, braches of science, etc.>",s,,mén
437,164,門,mén,"door, gate, family, house, valve, switch, <family name>, <classifier for courses, braches of science, etc.>",t,,mén
438,165,相,xiāng,"each other, mutual, mode, phase, <family name>",s,,xiāng
439,165,相,xiāng,"each other, mutual, mode, phase, <family name>",t,,xiāng
440,165,相,xiàng,"look at, appearance, photo",s,,xiàng
441,165,相,xiàng,"look at, appearance, photo",t,,xiàng
442,166,次,cì,"occurence, time, second, inferior, number of times",s,,cì
443,166,次,cì,"occurence, time, second, inferior, number of times",t,,cì
444,167,东,dōng,"master, owner, <family name> (Equivalent:  东方 dōngfāng) east",s,,dōng
445,167,東,dōng,"master, owner, <family name> (Equivalent:  東方 dōngfāng) east",t,,dōng
446,168,政,zhèng,"(Equivalent:  政治 zhèngzhì) politics, political affairs, (Equivalent:  政府 zhèngfǔ) government",s,,zhèng
447,168,政,zhèng,"(Equivalent:  政治 zhèngzhì) politics, political affairs, (Equivalent:  政府 zhèngfǔ) government",t,,zhèng
448,169,海,hǎi,"sea, big lake, <family name>, (Equivalent:  海洋 hǎiyáng, =大海 dàhǎi) sea, ocean",s,,hǎi
449,169,海,hǎi,"sea, big lake, <family name>, (Equivalent:  海洋 hǎiyáng, =大海 dàhǎi) sea, ocean",t,,hǎi
450,170,口,kǒu,"mouth, opening, entrance, hole, cut, <classifier for mouthfuls, people, wells, etc.>",s,,kǒu
451,170,口,kǒu,"mouth, opening, entrance, hole, cut, <classifier for mouthfuls, people, wells, etc.>",t,,kǒu
452,171,使,shǐ,"make, cause to (do), send (as envoy), (Equivalent:  使用 shǐyòng) use, apply{Compare with 吏 lì and 便 biàn official}",s,,shǐ
453,171,使,shǐ,"make, cause to (do), send (as envoy), (Equivalent:  使用 shǐyòng) use, apply{Compare with 吏 lì and 便 biàn official}",t,,shǐ
454,172,教,jiāo,teach,s,,jiāo
455,172,教,jiāo,teach,t,,jiāo
456,172,教,jiào,"cause, ask to, teach",s,,jiào
457,172,教,jiào,"cause, ask to, teach",t,,jiào
458,173,西,xī,"west, western",s,,xī
459,173,西,xī,"west, western",t,,xī
460,174,再,zài,"again, once more",s,,zài
461,174,再,zài,"again, once more",t,,zài
462,175,平,píng,"flat, level, even",s,,píng
463,175,平,píng,"flat, level, even",t,,píng
464,176,真,zhēn,"true, genuine, really{There are two ways of writing this character!}",s,,zhēn
465,176,真,zhēn,"true, genuine, really{There are two ways of writing this character!}",t,,zhēn
466,177,听,tīng,listen,s,,tīng
467,177,聽,tīng,listen,t,,tīng
468,178,世,shì,"generation, <family name>, (Equivalent:  世界 shìjiè) world",s,,shì
469,178,世,shì,"generation, <family name>, (Equivalent:  世界 shìjiè) world",t,,shì
470,179,气,qì,"air, gas, vapor, spirit, vital energy",s,,qì
471,179,氣,qì,"air, gas, vapor, spirit, vital energy",t,,qì
472,180,信,xìn,"letter, message, information, (Equivalent:  相信 xiāngxìn) belive in",s,,xìn
473,180,信,xìn,"letter, message, information, (Equivalent:  相信 xiāngxìn) belive in",t,,xìn
474,181,北,běi,north,s,,běi
475,181,北,běi,north,t,,běi
476,182,少,shǎo,"few, little, less, lack",s,,shǎo
477,182,少,shǎo,"few, little, less, lack",t,,shǎo
478,182,少,shào,young,s,,shào
479,182,少,shào,young,t,,shào
480,183,关,guān,"shut, close, turn off, close down, concern, key part",s,,guān
481,183,關,guān,"shut, close, turn off, close down, concern, key part",t,,guān
482,184,併,bìng,combine,t,,bìng
483,184,並,bìng,"and, equally, truly",t,,bìng
484,184,并,bìng,"(Traditional: 并) combine, merge, (Traditional: 并) and, equally, truly",s,,bìng
485,185,内,nèi,inside,s,,nèi
486,185,內,nèi,inside,t,,nèi
487,186,加,jiā,"add, plus, append, (Equivalent:  增加 zēngjiā) increase",s,,jiā
488,186,加,jiā,"add, plus, append, (Equivalent:  增加 zēngjiā) increase",t,,jiā
489,187,化,huà,"convert, melt, dissolve, digest, incinerate, (Equivalent:  变化 biànhuà) change, transform",s,,huà
490,187,化,huà,"convert, melt, dissolve, digest, incinerate, (Equivalent:  變化 biànhuà) change, transform",t,,huà
491,187,化,huā,(Equivalent:  花 huā) spend,s,,huā
492,187,化,huā,(Equivalent:  花 huā) spend,t,,huā
493,188,由,yóu,"from, let, (Equivalent:  由于 yóuyú) due to, (Equivalent:  理由 lǐyóu) cause, reason",s,,yóu
494,188,由,yóu,"from, let, (Equivalent:  由於 yóuyú) due to, (Equivalent:  理由 lǐyóu) cause, reason",t,,yóu
495,189,却,què,"however, but, yet",s,,què
496,189,卻,què,"however, but, yet",t,,què
497,190,代,dài,"(Equivalent:  代表 dàibiǎo) represent, (Equivalent:  时代 shídài) generation, period, epoch, <classifier for periods>",s,,dài
498,190,代,dài,"(Equivalent:  代錶 dàibiǎo) represent, (Equivalent:  時代 shídài) generation, period, epoch, <classifier for periods>",t,,dài
499,191,军,jūn,"army, military, troops",s,,jūn
500,191,軍,jūn,"army, military, troops",t,,jūn
501,192,产,chǎn,"give birth to, (Equivalent:  产生 chǎnshēng) produce, (Equivalent:  产品 chǎnpǐn) product",s,,chǎn
502,192,產,chǎn,"give birth to, (Equivalent:  產生 chǎnshēng) produce, (Equivalent:  產品 chǎnpǐn) product",t,,chǎn
503,193,入,rù,"(Equivalent:  进入 jìnrù) enter, get into",s,,rù
504,193,入,rù,"(Equivalent:  進入 jìnrù) enter, get into",t,,rù
505,194,先,xiān,"first, before, earlier",s,,xiān
506,194,先,xiān,"first, before, earlier",t,,xiān
507,195,山,shān,"hill, mountain, <family name>",s,,shān
508,195,山,shān,"hill, mountain, <family name>",t,,shān
509,196,五,wǔ,five,s,伍,wǔ
510,196,五,wǔ,five,t,伍,wǔ
511,197,太,tài,"great, very, too",s,,tài
512,197,太,tài,"great, very, too",t,,tài
513,198,水,shuǐ,"water, liquid, <family name>",s,,shuǐ
514,198,水,shuǐ,"water, liquid, <family name>",t,,shuǐ
515,199,万,wàn,"ten thousand, myriad, <family name>",s,,wàn
516,199,萬,wàn,"ten thousand, myriad, <family name>",t,,wàn
517,199,万俟,Mò, Mòqí <family name>{Compare with 方 fāng square},s,,Mòqí
518,199,萬俟,Mò, Mòqí <family name>{Compare with 方 fāng square},t,,Mòqí
519,200,市,shì,"(Equivalent:  市场 shìchǎng) market, (Equivalent:  城市 chéngshì) city, town",s,,shì
520,200,市,shì,"(Equivalent:  市場 shìchǎng) market, (Equivalent:  城市 chéngshì) city, town",t,,shì
521,201,眼,yǎn,(Equivalent:  眼睛 yǎnjing) eye,s,,yǎn
522,201,眼,yǎn,(Equivalent:  眼睛 yǎnjing) eye,t,,yǎn
523,202,体,tǐ,"substance, (Equivalent:  身体 shēntǐ) body",s,,tǐ
524,202,體,tǐ,"substance, (Equivalent:  身體 shēntǐ) body",t,,tǐ
525,203,别,bié,"separate, other, don't, leave, differentiate, <family name>",s,,bié
526,203,別,bié,"separate, other, don't, leave, differentiate, <family name>",t,彆,bié
527,204,处,chù,"place, part, point, department, office",s,,chù
528,204,處,chù,"place, part, point, department, office",t,,chù
529,204,处,chǔ,"deal with, get along with somebody{Compare with 外 wài outside}",s,,chǔ
530,204,處,chǔ,"deal with, get along with somebody{Compare with 外 wài outside}",t,,chǔ
531,205,总,zǒng,"general, overall, always, (Equivalent:  总数 zǒngshù) sum, total",s,,zǒng
532,205,總,zǒng,"general, overall, always, (Equivalent:  總數 zǒngshù) sum, total",t,,zǒng
533,206,才,cái,"talent, only then",s,,cái
534,206,纔,cái,"talent, only then",t,,cái
535,207,场,chǎng,"field, place where people gather, stage, level open ground, country fair, market, <classifier for games, performancesetc.>",s,,chǎng
536,207,場,chǎng,"field, place where people gather, stage, level open ground, country fair, market, <classifier for games, performancesetc.>",t,,chǎng
537,207,场,cháng,<classifier for happenings>,s,,cháng
538,207,場,cháng,<classifier for happenings>,t,,cháng
539,208,师,shī,(Equivalent:  老师 lǎoshī) teacher,s,,shī
540,208,師,shī,(Equivalent:  老師 lǎoshī) teacher,t,,shī
541,209,书,shū,"book, style of calligraphy",s,,shū
542,209,書,shū,"book, style of calligraphy",t,,shū
543,210,比,bǐ,"compare, contrast",s,,bǐ
544,210,比,bǐ,"compare, contrast",t,,bǐ
545,211,住,zhù,live (in a place),s,,zhù
546,211,住,zhù,live (in a place),t,,zhù
547,212,员,yuán,"member. ~ist, ~er",s,,yuán
548,212,員,yuán,"member. ~ist, ~er",t,,yuán
549,213,九,jiǔ,nine,s,玖,jiǔ
550,213,九,jiǔ,nine,t,玖,jiǔ
551,214,笑,xiào,laugh,s,,xiào
552,214,笑,xiào,laugh,t,,xiào
553,215,性,xìng,"sex, gender, nature, disposission, ~ness",s,,xìng
554,215,性,xìng,"sex, gender, nature, disposission, ~ness",t,,xìng
555,216,通,tōng,"communicate, notify, connect, join, know very well, authority, expert, (Equivalent:  通过 tōngguò) go through, <classifier fortelegrams>, <family name>",s,,tōng
556,216,通,tōng,"communicate, notify, connect, join, know very well, authority, expert, (Equivalent:  通過 tōngguò) go through, <classifier fortelegrams>, <family name>",t,,tōng
557,216,通,tòng,<classifier for actions>,s,,tòng
558,216,通,tòng,<classifier for actions>,t,,tòng
559,217,目,mù,eye,s,,mù
560,217,目,mù,eye,t,,mù
561,218,华,huá,"glory, splendor, magnificent, (Equivalent:  中华 Zhōnghuá) China",s,,huá
562,218,華,huá,"glory, splendor, magnificent, (Equivalent:  中華 Zhōnghuá) China",t,,huá
563,218,华,Huà,<family name>,s,,Huà
564,218,華,Huà,<family name>,t,,Huà
565,219,报,bào,"(Equivalent:  报告 bàogào) report, (Equivalent:  报纸 bàozhǐ) newspaper, (Equivalent:  电报 diànbào) telegram",s,,bào
566,219,報,bào,"(Equivalent:  報告 bàogào) report, (Equivalent:  報紙 bàozhǐ) newspaper, (Equivalent:  電報 diànbào) telegram",t,,bào
567,220,立,lì,"stand, erect, vertical",s,,lì
568,220,立,lì,"stand, erect, vertical",t,,lì
569,221,马,mǎ,horse,s,,mǎ
570,221,馬,mǎ,horse,t,,mǎ
571,222,命,mìng,"(Equivalent:  生命 shēngmìng) life, fate, destiny",s,,mìng
572,222,命,mìng,"(Equivalent:  生命 shēngmìng) life, fate, destiny",t,,mìng
573,223,张,zhāng,"spread, sheet of paper, <classifier for surfaces, tables, postcards, etc.>",s,,zhāng
574,223,張,zhāng,"spread, sheet of paper, <classifier for surfaces, tables, postcards, etc.>",t,,zhāng
575,224,活,huó,"live, alive, living, vivid, save someone's life",s,,huó
576,224,活,huó,"live, alive, living, vivid, save someone's life",t,,huó
577,225,难,nán,difficult,s,,nán
578,225,難,nán,difficult,t,,nán
579,225,难,nàn,disaster,s,,nàn
580,225,難,nàn,disaster,t,,nàn
581,226,神,shén,"spirit, god",s,,shén
582,226,神,shén,"spirit, god",t,,shén
583,227,数,shù,"number, number, figure, fate, plan",s,,shù
584,227,數,shù,"number, number, figure, fate, plan",t,,shù
585,227,数,shǔ,"count, enumerate, list",s,,shǔ
586,227,數,shǔ,"count, enumerate, list",t,,shǔ
587,227,数,shuò,"frequently, repeatedly",s,,shuò
588,227,數,shuò,"frequently, repeatedly",t,,shuò
589,228,件,jiàn,"item, correspondence, document, <classifier for articles and items>",s,,jiàn
590,228,件,jiàn,"item, correspondence, document, <classifier for articles and items>",t,,jiàn
591,229,安,ān,"still, quiet",s,,ān
592,229,安,ān,"still, quiet",t,,ān
593,230,錶,biǎo,(wrist-,t,,biǎo
594,230,表,biǎo,"show, list, table, form, meter, (Traditional: 表) (wrist-)watch",s,,biǎo
595,231,原,yuán,"originally, simple, <family name>",s,,yuán
596,231,原,yuán,"originally, simple, <family name>",t,,yuán
597,232,车,chē,"car, vehicle with wheels, <family name>",s,,chē
598,232,車,chē,"car, vehicle with wheels, <family name>",t,,chē
599,232,车,jū,(a piece in Chinese chess){Compare with 东 dōng east},s,,jū
600,232,車,jū,(a piece in Chinese chess){Compare with 東 dōng east},t,,jū
601,233,白,bái,white,s,,bái
602,233,白,bái,white,t,,bái
603,234,应,yīng,"promise, answer, respond, <family name>, (Equivalent:  应该 yīnggāi) should, ought to",s,,yīng
604,234,應,yīng,"promise, answer, respond, <family name>, (Equivalent:  應該 yīnggāi) should, ought to",t,,yīng
605,235,路,lù,"path, way, journey, distance, means, sequence, logic, sort, grade, class, <family name>, (Equivalent:  道路 dàolù) road",s,,lù
606,235,路,lù,"path, way, journey, distance, means, sequence, logic, sort, grade, class, <family name>, (Equivalent:  道路 dàolù) road",t,,lù
607,236,期,qī,"phase, stage, <classifier for issues of periodicals>, (Equivalent:  时期 shíqī) time period",s,,qī
608,236,期,qī,"phase, stage, <classifier for issues of periodicals>, (Equivalent:  時期 shíqī) time period",t,,qī
609,236,期,jī,anniversary,s,,jī
610,236,期,jī,anniversary,t,,jī
611,237,叫,jiào,"cry out, call",s,,jiào
612,237,叫,jiào,"cry out, call",t,,jiào
613,238,死,sǐ,"die, death",s,,sǐ
614,238,死,sǐ,"die, death",t,,sǐ
615,239,常,cháng,"often, constant, ordinary, <family name>",s,,cháng
616,239,常,cháng,"often, constant, ordinary, <family name>",t,,cháng
617,240,提,tí,"lift, raise, pick up, carry",s,,tí
618,240,提,tí,"lift, raise, pick up, carry",t,,tí
619,241,感,gǎn,"(Equivalent:  感觉 gǎnjué) feel, (Equivalent:  感情 gǎnqíng) emotion",s,,gǎn
620,241,感,gǎn,"(Equivalent:  感覺 gǎnjué) feel, (Equivalent:  感情 gǎnqíng) emotion",t,,gǎn
621,242,金,jīn,"(Equivalent:  金子 jīnzi) gold, (Equivalent:  金属 jīnshǔ) metals in general",s,,jīn
622,242,金,jīn,"(Equivalent:  金子 jīnzi) gold, (Equivalent:  金屬 jīnshǔ) metals in general",t,,jīn
623,243,何,hé,"what?, where?, how?, <family name>",s,,hé
624,243,何,hé,"what?, where?, how?, <family name>",t,,hé
625,244,更,gèng,"more, still/even more, furthermore",s,,gèng
626,244,更,gèng,"more, still/even more, furthermore",t,,gèng
627,244,更,gēng,"replace, transform, night watch",s,,gēng
628,244,更,gēng,"replace, transform, night watch",t,,gēng
629,245,反,fǎn,"turn over, return, revolt, (Equivalent:  反对 fǎnduì) oppose, combat",s,,fǎn
630,245,反,fǎn,"turn over, return, revolt, (Equivalent:  反對 fǎnduì) oppose, combat",t,,fǎn
631,246,合,hé,"close, shut, accord with, conform to, be equal to, together, jointly, <classifier for rounds>, (Equivalent:  结合 jiéhé) combine",s,,hé
632,246,合,hé,"close, shut, accord with, conform to, be equal to, together, jointly, <classifier for rounds>, (Equivalent:  結合 jiéhé) combine",t,,hé
633,246,合,gě,decilitre,s,,gě
634,246,合,gě,decilitre,t,,gě
635,247,放,fàng,"put, release, set free, give out, expand, blossom, bloom, lend (money) at interest",s,,fàng
636,247,放,fàng,"put, release, set free, give out, expand, blossom, bloom, lend (money) at interest",t,,fàng
637,248,做,zuò,"do, act, make, produce, write, compose, <slang> to have sex",s,,zuò
638,248,做,zuò,"do, act, make, produce, write, compose, <slang> to have sex",t,,zuò
639,249,系,xì,"series, department, faculty, (Equivalent:  系统 xìtǒng) system, (Traditional: 系) (Equivalent:  联系 liánxì) integrate, relate to",s,,xì
640,249,系,xì,"series, department, faculty, (Equivalent:  系統 xìtǒng) system) integrate, relate to",t,,xì
641,249,繫,xì,tie,t,,xì
642,249,繫,jì,"tie, bind",t,,jì
643,249,系,jì,"(Traditional: 系) tie, bind",s,,jì
644,249,係,xì," series, department, faculty, (Equivalent:  系統 xìtǒng) system",t,,xì
645,250,计,jì,"(Equivalent:  计算 jìsuàn) count, calculate, plot, plan, <family name>",s,,jì
646,250,計,jì,"(Equivalent:  計算 jìsuàn) count, calculate, plot, plan, <family name>",t,,jì
