,cat,word/character,pronunciation,definition,code,alt
484,71,當,dāng,serve as,t,
485,71,噹,dāng,ding-dong,t,
486,71,当,dāng,"(Traditional: 当) serve as, (Traditional: 当) ding-dong",s,
487,72,想,xiǎng,"think, feel, consider, want, remember",s,
488,72,想,xiǎng,"think, feel, consider, want, remember",t,
489,73,看,kàn,"see, look at, read, think, consider",s,
490,73,看,kàn,"see, look at, read, think, consider",t,
491,73,看,kān,"look after, tend",s,
492,73,看,kān,"look after, tend",t,
493,73,看守,kān, kānshǒu guard,s,
494,73,看守,kān,看守 kānshǒu guard,t,
495,74,文,wén,"language, literature, <family name>",s,
496,74,文,wén,"language, literature, <family name>",t,
497,74,文化,wén, wénhuà culture,s,
498,74,文化,wén,文化 wénhuà culture,t,
499,74,中文,wén, Zhōngwén Chinese (written) language,s,
500,74,中文,wén,中文 Zhōngwén Chinese (written) language,t,
501,75,无,wú,"without, nothingness, have not",s,
502,75,無,wú,"without, nothingness, have not",t,
503,75,南无,mó,"nánmó <Sanskrit> to give oneself totally to{Compare with 天, tiān heaven}",s,
504,75,南無,mó,"nánmó <Sanskrit> to give oneself totally to{Compare with 天, tiān heaven}",t,
505,76,开,kāi,open,s,
506,76,開,kāi,open,t,
507,76,开始,kāi,kāishǐ begin 打开,s,
508,76,開始,kāi,kāishǐ begin 打開,t,
509,77,手,shǒu,"hand, a person skilled in something",s,
510,77,手,shǒu,"hand, a person skilled in something",t,
511,77,挥手,shǒu, huīshǒu wave,s,
512,77,揮手,shǒu,揮手 huīshǒu wave,t,
513,77,拍手,shǒu, pāishǒu clap,s,
514,77,拍手,shǒu,拍手 pāishǒu clap,t,
515,77,握手,shǒu,wòshǒu shake/clasp hands,s,
516,77,握手,shǒu,wòshǒu shake/clasp hands,t,
517,78,十,shí,ten,s,拾
518,78,十,shí,ten,t,拾
519,78,十三,shí, shísān thirteen,s,拾
520,78,十三,shí,十三 shísān thirteen,t,拾
521,78,五十,shí, wǔshí fifty,s,拾
522,78,五十,shí,五十 wǔshí fifty,t,拾
523,78,十月,shí, shíyuè October,s,拾
524,78,十月,shí,十月 shíyuè October,t,拾
525,79,用,yòng,use,s,
526,79,用,yòng,use,t,
527,79,好用,yòng, hǎoyòng useful,s,
528,79,好用,yòng,好用 hǎoyòng useful,t,
529,79,不用,yòng, búyòng there's no need,s,
530,79,不用,yòng,不用 búyòng there's no need,t,
531,79,使用,yòng,"shǐyòng use, apply",s,
532,79,使用,yòng,"shǐyòng use, apply",t,
533,80,主,zhǔ,"lord, master, host, god, (Equivalent:  主要 zhǔyào) main, primary",s,
534,80,主,zhǔ,"lord, master, host, god, (Equivalent:  主要 zhǔyào) main, primary",t,
535,80,主义,zhǔ," zhǔyì doctrine, ~ism",s,
536,80,主義,zhǔ,"主義 zhǔyì doctrine, ~ism",t,
537,80,主页,zhǔ, zhùyè homepage{Compare with 王 wáng king},s,
538,80,主頁,zhǔ, zhùyè homepage{Compare with 王 wáng king},t,
539,81,行,xíng,"go, OK",s,
540,81,行,xíng,"go, OK",t,
541,81,行动,xíng," xíngdòng action, operation, move, get about, act",s,
542,81,行動,xíng,"行動 xíngdòng action, operation, move, get about, act",t,
543,81,行,háng,line,s,
544,81,行,háng,line,t,
545,81,银行,háng, yínháng bank,s,
546,81,銀行,háng,銀行 yínháng bank,t,
547,81,行业,háng, hángyè profession,s,
548,81,行業,háng,行業 hángyè profession,t,
549,81,树行子,hàng, shùhàngzi rows of trees,s,
550,81,樹行子,hàng,樹行子 shùhàngzi rows of trees,t,
551,81,行,héng,(phonetic radical),s,
552,81,行,héng,(phonetic radical),t,
553,82,方,fāng,"side, square",s,
554,82,方,fāng,"side, square",t,
555,82,地方,fāng, dìfang place,s,
556,82,地方,fāng,地方 dìfang place,t,
557,82,方面,fāng,fāngmiàn aspect{Compare with 万 wàn ten thousand},s,
558,82,方麵,fāng,fāngmiàn aspect{Compare with 万 wàn ten thousand},t,
559,83,又,yòu,"again, both... and...",s,
560,83,又,yòu,"again, both... and...",t,
561,84,如,rú,"like, as, as if, (Equivalent:  如果 rúguǒ) if",s,
562,84,如,rú,"like, as, as if, (Equivalent:  如果 rúguǒ) if",t,
563,84,如此,rú, rúcǐ like this,s,
564,84,如此,rú,如此 rúcǐ like this,t,
565,85,前,qián,"in front, previous, ago, former, first",s,
566,85,前,qián,"in front, previous, ago, former, first",t,
567,85,前天,qián, the day before yesterday,s,
568,85,前天,qián,前天 the day before yesterday,t,
569,86,所,suǒ,place,s,
570,86,所,suǒ,place,t,
571,86,所以,suǒ," suǒyǐ so, therefore",s,
572,86,所以,suǒ,"所以 suǒyǐ so, therefore",t,
573,86,所有,suǒ, suǒyǒu all,s,
574,86,所有,suǒ,所有 suǒyǒu all,t,
575,86,厕所,suǒ, cèsuǒ toilet,s,
576,86,廁所,suǒ,廁所 cèsuǒ toilet,t,
577,87,本,běn,"basis, origin, edition, <classifier for books, periodicals, files, etc.>",s,
578,87,本,běn,"basis, origin, edition, <classifier for books, periodicals, files, etc.>",t,
579,87,本人,běn," běnrén I, me, myself",s,
580,87,本人,běn,"本人 běnrén I, me, myself",t,
581,87,日本,běn, Rìběn Japan{Compare with 木 mù tree},s,
582,87,日本,běn, Rìběn Japan{Compare with 木 mù tree},t,
583,88,见,jiàn,"appear to be, meet with, call on, (Equivalent:  看见 kànjian) see",s,
584,88,見,jiàn,"appear to be, meet with, call on, (Equivalent:  看見 kànjian) see",t,
585,88,意见,jiàn," yìjian idea, view, opinion",s,
586,88,意見,jiàn,"意見 yìjian idea, view, opinion",t,
587,88,听见,jiàn, tīngjiàn hear,s,
588,88,聽見,jiàn,聽見 tīngjiàn hear,t,
589,88,见,xiàn,"show, appear, become visible{Compare with 贝 bèi shellfish}",s,
590,88,見,xiàn,"show, appear, become visible{Compare with 貝 bèi shellfish}",t,
591,89,经,jīng,"longitude (both geographic and in Chinese medecin), scripture, constant, regular, <family name>, deal with, (Equivalent:  经纪 jīngjì)manage (a business)",s,
592,89,經,jīng,"longitude (both geographic and in Chinese medecin), scripture, constant, regular, <family name>, deal with, (Equivalent:  經紀 jīngjì)manage (a business)",t,
593,89,已经,jīng, yǐjing already,s,
594,89,已經,jīng,已經 yǐjing already,t,
595,89,经过,jīng," jīngguò pass, go through",s,
596,89,經過,jīng,"經過 jīngguò pass, go through",t,
597,89,经验,jīng, jīngyàn experience,s,
598,89,經驗,jīng,經驗 jīngyàn experience,t,
599,89,经由,jīng," jīngyóu via, by way of",s,
600,89,經由,jīng,"經由 jīngyóu via, by way of",t,
601,89,经常,jīng," jīngcháng frequent, daily",s,
602,89,經常,jīng,"經常 jīngcháng frequent, daily",t,
603,89,易经,jīng, Yìjīng Book of Changes,s,
604,89,易經,jīng,易經 Yìjīng Book of Changes,t,
605,90,头,tóu,"head, top, first, <classifier for livestock, garlic, etc.>",s,
606,90,頭,tóu,"head, top, first, <classifier for livestock, garlic, etc.>",t,
607,90,头发,tóu, tóufa hair,s,
608,90,頭髮,tóu,頭髮 tóufa hair,t,
609,90,石头,tou, shítou stone,s,
610,90,石頭,tou,石頭 shítou stone,t,
611,91,麵,miàn,wheat flour,t,
612,91,面,miàn,"face, surface, <classifier for mirrors, flags, etc.>, (Traditional: 面) wheat flour, (Equivalent:  面条 miàntiáo) noodle",s,
613,91,麵,miàn,"face, surface, <classifier for mirrors, flags, etc.>, (Equivalent:  麵條 miàntiáo) noodle",t,
614,91,面包,miàn, miànbāo bread,s,
615,91,麵包,miàn,麵包 miànbāo bread,t,
616,92,公,gōng,"public, official",s,
617,92,公,gōng,"public, official",t,
618,92,公里,gōng, gōnglǐ kilometer,s,
619,92,公裏,gōng,公裏 gōnglǐ kilometer,t,
620,92,办公室,gōng, bànggōngshì office,s,
621,92,辦公室,gōng, bànggōngshì office,t,
622,92,公司,gōng, gōngsī company,s,
623,92,公司,gōng,公司 gōngsī company,t,
624,92,公共,gōng," gōnggòng public,communal, common",s,
625,92,公共,gōng,"公共 gōnggòng public,communal, common",t,
626,92,公共汽车,gōng, gōnggòngqìchē (public) bus,s,
627,92,公共汽車,gōng,公共汽車 gōnggòngqìchē (public) bus,t,
628,92,李公,gōng, Lǐgōng (honorable and old) Mr Li,s,
629,92,李公,gōng,李公 Lǐgōng (honorable and old) Mr Li,t,
630,93,同,tóng,"same, with",s,
631,93,衕,tóng,"same, with",t,
632,93,同志,tóng,tóngzhì comrade,s,
633,93,衕誌,tóng,衕誌 tóngzhì comrade,t,
634,93,鬍衕,tòng,hútòng lane,t,
635,93,胡同,tòng,hútòng lane,s,
636,94,三,sān,three,s,叁
637,94,三,sān,three,t,叁
638,94,第三世界,sān, dì-sān shìjiè 3rd World,s,叁
639,94,第三世界,sān,第三世界 dì-sān shìjiè 3rd World,t,叁
640,94,三月,sān, sānyuè March,s,叁
641,94,三月,sān,三月 sānyuè March,t,叁
642,95,已,yǐ,"stop, cease, end, (Equivalent:  已经 yǐjīng) already{Compare with 己 jǐ self, which is ""open"" on the left side}",s,
643,95,已,yǐ,"stop, cease, end, (Equivalent:  已經 yǐjīng) already{Compare with 己 jǐ self, which is ""open"" on the left side}",t,
644,96,老,lǎo,"old, venerable, outdated",s,
645,96,老,lǎo,"old, venerable, outdated",t,
646,96,老师,lǎo, lǎoshī teacher,s,
647,96,老師,lǎo,老師 lǎoshī teacher,t,
648,96,老虎,lǎo, lǎohǔ tiger,s,
649,96,老虎,lǎo,老虎 lǎohǔ tiger,t,
650,96,老张,lǎo, lǎo Zhāng old Zhang = dear (friend) Mr Zhang,s,
651,96,老張,lǎo,老張 lǎo Zhāng old Zhang = dear (friend) Mr Zhang,t,
652,97,从,cóng,"from, through, join, follower, secondary",s,
653,97,從,cóng,"from, through, join, follower, secondary",t,
654,97,黑从从,cōng, hēicōngcōng murky,s,
655,97,黑從從,cōng,黑從從 hēicōngcōng murky,t,
656,98,动,dòng,"move, change, arouce",s,
657,98,動,dòng,"move, change, arouce",t,
658,98,动物,dòng, dòngwù animal,s,
659,98,動物,dòng,動物 dòngwù animal,t,
660,98,活动,dòng, huódòng activity,s,
661,98,活動,dòng,活動 huódòng activity,t,
662,98,运动,dòng, yùndòng sports,s,
663,98,運動,dòng,運動 yùndòng sports,t,
664,99,两,liǎng,"two (before classifier), 50 grams",s,
665,99,兩,liǎng,"two (before classifier), 50 grams",t,
666,100,长,cháng,"long, lasting, length",s,
667,100,長,cháng,"long, lasting, length",t,
668,100,长,zhǎng,"grow up, chief, head, older, elder",s,
669,100,長,zhǎng,"grow up, chief, head, older, elder",t,
670,101,知,zhī,"realize, sense, inform, tell, (Equivalent:  知道 zhīdào) know",s,
671,101,知,zhī,"realize, sense, inform, tell, (Equivalent:  知道 zhīdào) know",t,
672,101,知识,zhī, zhīshi knowledge,s,
673,101,知識,zhī,知識 zhīshi knowledge,t,
674,101,智,zhì,"wit, (Equivalent:  智慧 zhìhuì) wisdom, (Equivalent:  智力 zhìlì) intellect",s,
675,101,智,zhì,"wit, (Equivalent:  智慧 zhìhuì) wisdom, (Equivalent:  智力 zhìlì) intellect",t,
676,102,民,mín,"(Equivalent:  人民 rénmín) people, <family name>",s,
677,102,民,mín,"(Equivalent:  人民 rénmín) people, <family name>",t,
678,102,民主,mín, mǐnzhǔ democracy,s,
679,102,民主,mín,民主 mǐnzhǔ democracy,t,
680,103,样,yàng,"appearance, shape, form, manner",s,
681,103,樣,yàng,"appearance, shape, form, manner",t,
682,103,这样,yàng, zhèyàng like this,s,
683,103,這樣,yàng,這樣 zhèyàng like this,t,
684,103,怎么样,yàng, zěnmeyàng how? in what way?,s,
685,103,怎麼樣,yàng,怎麼樣 zěnmeyàng how? in what way?,t,
686,104,现,xiàn,"show, appear, current",s,
687,104,現,xiàn,"show, appear, current",t,
688,104,现在,xiàn, xiànzài now,s,
689,104,現在,xiàn,現在 xiànzài now,t,
690,104,发现,xiàn, fāxiàn discover,s,
691,104,發現,xiàn,發現 fāxiàn discover,t,
692,104,现代,xiàn, xiàndài modern,s,
693,104,現代,xiàn,現代 xiàndài modern,t,
694,105,分,fēn,"divide, fraction, minute, cent",s,
695,105,分,fēn,"divide, fraction, minute, cent",t,
696,105,百分之五,fēn, bǎifēnzhīwǔ = 5/100 = 5%,s,
697,105,佰分之五,fēn,佰分之五 bǎifēnzhīwǔ = 5/100 = 5%,t,
698,105,分,fèn,limits of rights or duty,s,
699,105,分,fèn,limits of rights or duty,t,
700,106,将,jiāng,shall,s,
701,106,將,jiāng,shall,t,
702,106,将来,jiāng, jiānglái future,s,
703,106,將來,jiāng,將來 jiānglái future,t,
704,106,麻将,jiàng, májiàng mahjongg,s,
705,106,麻將,jiàng,"general, a piece in Chinese chess 麻將 májiàng mahjongg",t,
706,107,外,wài,"outside, outer, other, foreign, beyond, relative on ones mother's/sisters/wife's side",s,
707,107,外,wài,"outside, outer, other, foreign, beyond, relative on ones mother's/sisters/wife's side",t,
708,107,外孙,wài, wàisūn daugthers son,s,
709,107,外孫,wài,外孫 wàisūn daugthers son,t,
710,107,外国人,wài,wàiguórén foreigner,s,
711,107,外國人,wài,外國人wàiguórén foreigner,t,
712,107,意外,wài, yìwài unexpected{Compare with 处 chù place},s,
713,107,意外,wài, yìwài unexpected{Compare with 處 chù place},t,
714,108,但,dàn,"(Equivalent:  但是 dànshì) but, still, nevertheless, however, yet",s,
715,108,但,dàn,"(Equivalent:  但是 dànshì) but, still, nevertheless, however, yet",t,
716,109,身,shēn,"life, incarnation, <classifier for suits of clothing>, (Equivalent:  身体 shēntǐ) body",s,
717,109,身,shēn,"life, incarnation, <classifier for suits of clothing>, (Equivalent:  身體 shēntǐ) body",t,
718,109,亲身,shēn," qīnshēn in person, personally",s,
719,109,親身,shēn,"親身 qīnshēn in person, personally",t,
720,110,些,xiē,"some, <classifier for plural or indefinite/small amount>",s,
721,110,些,xiē,"some, <classifier for plural or indefinite/small amount>",t,
722,110,一些,xiē," yìxiē a number of, some",s,
723,110,一些,xiē,"一些 yìxiē a number of, some",t,
724,110,这些人,xiē, zhèxiē rén these people,s,
725,110,這些人,xiē,這些人 zhèxiē rén these people,t,
726,111,与,yǔ,"give, offer, help, support, and",s,
727,111,與,yǔ,"give, offer, help, support, and",t,
728,111,参与,yù, cānyù participate in,s,
729,111,參與,yù,參與 cānyù participate in,t,
730,111,欤,yú, <interrogative/esclamative particle>{Compare with 写 xiě write},s,
731,111,歟,yú, <interrogative/esclamative particle>{Compare with 寫 xiě write},t,
732,112,高,gāo,"high, tall, loud, <polite> your, <family name>",s,
733,112,高,gāo,"high, tall, loud, <polite> your, <family name>",t,
734,112,提高,gāo, tígāo improve,s,
735,112,提高,gāo,提高 tígāo improve,t,
736,112,高兴,gāo, gāoxìng happy,s,
737,112,高興,gāo,高興 gāoxìng happy,t,
738,112,高见,gāo, gāojiàn <polite> your opinion/idea,s,
739,112,高見,gāo,高見 gāojiàn <polite> your opinion/idea,t,
740,113,意,yì,"(Equivalent:  意思 yìsi, =意义 yìyì) meaning, idea, (Equivalent:  愿意 yuànyi) wish, desire",s,
741,113,意,yì,"(Equivalent:  意思 yìsi, =意義 yìyì) meaning, idea, (Equivalent:  願意 yuànyi) wish, desire",t,
742,113,意图,yì, yìtú intention,s,
743,113,意圖,yì,意圖 yìtú intention,t,
744,113,意见,yì, yìjian opinion,s,
745,113,意見,yì,意見 yìjian opinion,t,
746,113,意大利,yì, Yìdàlì Italy,s,
747,113,意大利,yì,意大利 Yìdàlì Italy,t,
748,114,进,jìn,"enter, go forward, receive, drink, eat, submit",s,
749,114,進,jìn,"enter, go forward, receive, drink, eat, submit",t,
750,114,进步,jìn, jìnbù progress,s,
751,114,進步,jìn,進步 jìnbù progress,t,
752,115,把,bǎ,"grasp, hold, handle, <classifier for things with handles, handfuls, chairs, etc.>",s,
753,115,把,bǎ,"grasp, hold, handle, <classifier for things with handles, handfuls, chairs, etc.>",t,
754,115,把子,bà, bàzi  bàr handle,s,
755,115,把子,bà, bàzi  bàr handle,t,
756,116,法,fǎ,"(Equivalent:  法律 fǎlǜ) law, (Equivalent:  办法 bànfǎ) method",s,
757,116,法,fǎ,"(Equivalent:  法律 fǎlǜ) law, (Equivalent:  辦法 bànfǎ) method",t,
758,116,法国,fǎ, Fǎguó France,s,
759,116,法國,fǎ,法國 Fǎguó France,t,
760,117,此,cǐ,this,s,
761,117,此,cǐ,this,t,
762,117,如此,cǐ, rúcǐ (Equivalent:  这样 zhèyàng) like this,s,
763,117,如此,cǐ, rúcǐ (Equivalent:  這樣如此) (Equivalent:  這樣 zhèyàng) like this,t,
764,117,此地,cǐ,"cǐdì (Equivalent:  这里 zhèlǐ) here, at this place",s,
765,117,此地,cǐ,"cǐdì (Equivalent:  這裏 zhèlǐ) here, at this place",t,
766,118,实,shí,"solid, true, real",s,
767,118,實,shí,"solid, true, real",t,
768,118,事实,shí, shìshí fact,s,
769,118,事實,shí,事實 shìshí fact,t,
770,118,实际上,shí, shíjìshang actually,s,
771,118,實際上,shí,實際上 shíjìshang actually,t,
772,118,实在,shí, shízài really,s,
773,118,實在,shí,實在 shízài really,t,
774,119,回,huí,"circle, return, reply, turns, times, chapter, Muslim, Hui (ethnic minority), <classifier for chapters, times, etc.>",s,
775,119,回,huí,"circle, return, reply, turns, times, chapter, Muslim, Hui (ethnic minority), <classifier for chapters, times, etc.>",t,
776,119,回来,huí, huílái come back,s,
777,119,回來,huí,回來 huílái come back,t,
778,119,回去,huí, huíqù go back,s,
779,119,回去,huí,回去 huíqù go back,t,
780,119,回答,huí, huídá answer,s,
781,119,回答,huí,回答 huídá answer,t,
782,120,二,èr,two,s,贰
783,120,二,èr,two,t,贰
784,120,二月,èr, èryuè February,s,贰
785,120,二月,èr,二月 èryuè February,t,贰
786,121,理,lǐ,principle,s,
787,121,理,lǐ,principle,t,
788,121,理论,lǐ, lǐlùn theory,s,
789,121,理論,lǐ,理論 lǐlùn theory,t,
790,121,管理,lǐ, guǎnlǐ manage,s,
791,121,管理,lǐ,管理 guǎnlǐ manage,t,
792,121,心理,lǐ," xīnlǐ psychology, mentality",s,
793,121,心理,lǐ,"心理 xīnlǐ psychology, mentality",t,
794,122,美,měi,"(Equivalent:  美丽 meilì) beautiful, (Equivalent:  好 hǎo) good, (Equivalent:  美德 měidé) virtue, <family name>",s,
795,122,美,měi,"(Equivalent:  美麗 meilì) beautiful, (Equivalent:  好 hǎo) good, (Equivalent:  美德 měidé) virtue, <family name>",t,
796,122,美国,měi, Měiguó USA,s,
797,122,美國,měi,美國 Měiguó USA,t,
798,123,点,diǎn,"a drop (of liquid), dot, decimal point, a little, a bit, appoint time, select, choose, order food/drink, <classifier for small amounts>, (Equivalent:  点火 diǎnhuǒ) light a fire",s,
799,123,點,diǎn,"a drop (of liquid), dot, decimal point, a little, a bit, appoint time, select, choose, order food/drink, <classifier for small amounts>, (Equivalent:  點火 diǎnhuǒ) light a fire",t,
800,123,一点儿,diǎn, yìdiǎnr a little,s,
801,123,一點兒,diǎn,一點兒 yìdiǎnr a little,t,
802,123,点头,diǎn, diǎntóu nod one's head,s,
803,123,點頭,diǎn,點頭 diǎntóu nod one's head,t,
804,124,月,yuè,"month, (Equivalent:  月亮 yuèliang, =月球 yuèqiú) moon",s,
